Agency,Agency Type,Distribution Channel,Product Name,Gender,Duration,Destination,Net Sales,Commision (in value),Age,Claim
EPX,Travel Agency,Online,2 way Comprehensive Plan,,20,JAPAN,69.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,5,LEBANON,23.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,6,MALAYSIA,10.0,0.0,46,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,72,NORWAY,59.4,35.64,29,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,9,THAILAND,30.0,0.0,54,No
JZI,Airlines,Online,Basic Plan,M,74,CHINA,35.0,12.25,55,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,11,CHINA,43.0,0.0,36,No
C2B,Airlines,Online,Silver Plan,F,23,SINGAPORE,24.5,6.13,24,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,3,CHINA,32.0,0.0,36,No
JWT,Airlines,Online,Value Plan,M,1,INDIA,31.0,12.4,118,No
EPX,Travel Agency,Online,Cancellation Plan,,36,CHINA,30.0,0.0,36,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,26,"KOREA, REPUBLIC OF",43.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,23,INDONESIA,17.0,0.0,32,No
EPX,Travel Agency,Online,Cancellation Plan,,19,AUSTRALIA,47.0,0.0,35,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,6,AUSTRALIA,19.8,11.88,43,No
EPX,Travel Agency,Online,Cancellation Plan,,17,HONG KONG,19.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,32,INDIA,30.0,0.0,36,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,20,MALAYSIA,20.0,0.0,57,No
EPX,Travel Agency,Online,Cancellation Plan,,180,THAILAND,23.0,0.0,36,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,17,THAILAND,112.0,0.0,36,No
JZI,Airlines,Online,Basic Plan,F,10,THAILAND,22.0,7.7,38,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,8,THAILAND,39.6,23.76,47,No
C2B,Airlines,Online,Bronze Plan,F,8,SINGAPORE,27.0,6.75,34,No
EPX,Travel Agency,Online,1 way Comprehensive Plan,,34,SINGAPORE,0.0,0.0,36,No
JZI,Airlines,Online,Basic Plan,M,20,THAILAND,22.0,7.7,34,No
RAB,Airlines,Online,Value Plan,M,22,BRUNEI DARUSSALAM,15.0,6.0,27,No
EPX,Travel Agency,Online,1 way Comprehensive Plan,,57,SINGAPORE,20.0,0.0,42,No
EPX,Travel Agency,Online,1 way Comprehensive Plan,,4,ROMANIA,73.0,0.0,36,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,87,PHILIPPINES,20.0,0.0,36,No
JZI,Airlines,Online,Basic Plan,M,38,MALAYSIA,22.0,7.7,48,No
EPX,Travel Agency,Online,Cancellation Plan,,37,JAPAN,51.0,0.0,36,No
C2B,Airlines,Online,Gold Plan,F,8,SINGAPORE,36.5,9.13,28,No
EPX,Travel Agency,Online,Cancellation Plan,,34,THAILAND,10.0,0.0,49,No
TST,Travel Agency,Offline,Travel Cruise Protect,F,60,THAILAND,30.0,10.5,56,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,21,AUSTRALIA,46.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,16,JAPAN,80.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,39,THAILAND,12.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,14,SINGAPORE,14.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,8,INDONESIA,21.0,0.0,32,No
JZI,Airlines,Online,Basic Plan,F,91,NEPAL,61.0,21.35,30,No
EPX,Travel Agency,Online,Cancellation Plan,,1,MEXICO,30.0,0.0,47,No
SSI,Airlines,Online,Ticket Protector,,40,SINGAPORE,7.21,2.02,48,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,7,AUSTRALIA,29.7,17.82,54,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,29,AUSTRALIA,0.0,65.34,30,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,280,AUSTRALIA,99.0,59.4,52,No
EPX,Travel Agency,Online,1 way Comprehensive Plan,,1,MALAYSIA,20.0,0.0,41,No
EPX,Travel Agency,Online,1 way Comprehensive Plan,,11,SINGAPORE,23.0,0.0,61,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,6,THAILAND,39.6,23.76,43,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,92,CHINA,155.0,0.0,36,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,41,VIET NAM,20.0,0.0,56,No
EPX,Travel Agency,Online,Cancellation Plan,,41,AUSTRALIA,29.0,0.0,36,No
C2B,Airlines,Online,Annual Silver Plan,F,366,SINGAPORE,252.85,63.21,40,No
EPX,Travel Agency,Online,Cancellation Plan,,44,AUSTRALIA,80.0,0.0,36,No
TST,Travel Agency,Offline,Travel Cruise Protect,M,14,THAILAND,30.0,10.5,61,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,21,UNITED STATES,138.6,83.16,39,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,61,AUSTRALIA,42.0,0.0,36,No
JWT,Airlines,Online,Value Plan,M,10,INDIA,93.0,37.2,118,No
JZI,Airlines,Online,Basic Plan,F,180,PHILIPPINES,-30.0,10.5,33,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,4,AUSTRALIA,39.6,23.76,62,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,135,PHILIPPINES,25.0,0.0,36,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,8,NEW ZEALAND,49.5,29.7,36,No
EPX,Travel Agency,Online,Cancellation Plan,,5,HONG KONG,39.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,23,MALAYSIA,10.0,0.0,51,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,15,"KOREA, REPUBLIC OF",56.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,2,MALAYSIA,10.0,0.0,35,No
C2B,Airlines,Online,Annual Gold Plan,M,365,SINGAPORE,399.6,99.9,32,Yes
EPX,Travel Agency,Online,Cancellation Plan,,50,SINGAPORE,48.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,40,HONG KONG,18.0,0.0,36,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,27,FRANCE,79.2,47.52,56,No
EPX,Travel Agency,Online,Cancellation Plan,,39,NETHERLANDS,45.0,0.0,36,No
JZI,Airlines,Online,Basic Plan,F,70,VIET NAM,22.0,7.7,44,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,11,AUSTRALIA,39.6,23.76,54,No
EPX,Travel Agency,Online,Cancellation Plan,,141,MALAYSIA,10.0,0.0,36,No
RAB,Airlines,Online,Value Plan,M,6,BRUNEI DARUSSALAM,15.0,6.0,59,No
SSI,Airlines,Online,Ticket Protector,,39,SINGAPORE,1.48,0.41,48,No
EPX,Travel Agency,Online,Cancellation Plan,,13,LAO PEOPLE'S DEMOCRATIC REPUBLIC,10.0,0.0,36,No
JZI,Airlines,Online,Basic Plan,M,76,PHILIPPINES,22.0,7.7,33,No
EPX,Travel Agency,Online,Cancellation Plan,,44,SINGAPORE,24.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,62,ITALY,69.0,0.0,36,No
JZI,Airlines,Online,Basic Plan,F,49,JAPAN,26.0,9.1,38,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,118,UNITED STATES,62.0,0.0,70,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,58,MALAYSIA,39.6,23.76,45,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,15,HONG KONG,20.0,0.0,39,No
JWT,Airlines,Online,Value Plan,F,74,INDIA,256.0,102.4,118,No
JZI,Airlines,Online,Value Plan,M,13,AUSTRALIA,45.0,15.75,36,No
EPX,Travel Agency,Online,Cancellation Plan,,42,AUSTRALIA,63.0,0.0,36,No
JZI,Airlines,Online,Value Plan,M,132,UNITED STATES,164.0,57.4,26,No
EPX,Travel Agency,Online,1 way Comprehensive Plan,,6,MALAYSIA,20.0,0.0,36,No
C2B,Airlines,Online,Silver Plan,F,42,SINGAPORE,86.4,21.6,31,No
C2B,Airlines,Online,Bronze Plan,F,7,SINGAPORE,16.0,4.0,26,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,60,MALAYSIA,19.8,11.88,31,No
KML,Travel Agency,Online,Premier Plan,M,8,INDONESIA,29.0,11.02,48,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,11,PHILIPPINES,20.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,73,"TAIWAN, PROVINCE OF CHINA",14.0,0.0,36,No
C2B,Airlines,Online,Silver Plan,M,8,SINGAPORE,39.0,9.75,39,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,66,BRAZIL,112.0,0.0,53,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,96,AUSTRALIA,69.3,41.58,31,No
EPX,Travel Agency,Online,Cancellation Plan,,12,SINGAPORE,22.0,0.0,36,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,6,UNITED STATES,29.7,17.82,37,No
EPX,Travel Agency,Online,Cancellation Plan,,27,SRI LANKA,26.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,73,"TAIWAN, PROVINCE OF CHINA",41.0,0.0,36,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,31,THAILAND,27.0,0.0,64,No
C2B,Airlines,Online,Annual Silver Plan,M,364,SINGAPORE,389.0,97.25,46,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,68,SINGAPORE,110.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,5,INDONESIA,18.0,0.0,23,No
JZI,Airlines,Online,Basic Plan,M,2,MALAYSIA,18.0,6.3,39,No
EPX,Travel Agency,Online,Cancellation Plan,,8,THAILAND,11.0,0.0,63,No
JZI,Airlines,Online,Basic Plan,M,17,MALAYSIA,22.0,7.7,48,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,8,HONG KONG,47.0,0.0,35,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,27,UNITED STATES,59.4,35.64,39,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,13,THAILAND,22.0,0.0,36,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,15,JAPAN,107.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,60,THAILAND,29.0,0.0,68,No
EPX,Travel Agency,Online,1 way Comprehensive Plan,,38,"TAIWAN, PROVINCE OF CHINA",25.0,0.0,36,No
C2B,Airlines,Online,Bronze Plan,M,51,SINGAPORE,56.5,14.13,31,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,47,NEW ZEALAND,59.4,35.64,65,No
EPX,Travel Agency,Online,Cancellation Plan,,7,SINGAPORE,25.0,0.0,36,No
JWT,Airlines,Online,Value Plan,M,5,INDIA,31.0,12.4,118,No
EPX,Travel Agency,Online,Cancellation Plan,,6,PHILIPPINES,30.0,0.0,36,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,15,PHILIPPINES,20.0,0.0,36,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,14,BELGIUM,19.8,11.88,28,No
JZI,Airlines,Online,Basic Plan,M,15,"TAIWAN, PROVINCE OF CHINA",35.0,12.25,38,No
EPX,Travel Agency,Online,Cancellation Plan,,58,MALAYSIA,10.0,0.0,28,No
C2B,Airlines,Online,Annual Silver Plan,F,364,SINGAPORE,216.0,54.0,42,No
C2B,Airlines,Online,Silver Plan,M,49,SINGAPORE,72.0,18.0,47,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,2,MALAYSIA,20.0,0.0,31,No
EPX,Travel Agency,Online,1 way Comprehensive Plan,,51,IRELAND,57.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,11,MALAYSIA,10.0,0.0,36,No
EPX,Travel Agency,Online,1 way Comprehensive Plan,,6,SINGAPORE,20.0,0.0,54,No
EPX,Travel Agency,Online,Cancellation Plan,,2,PAKISTAN,21.0,0.0,36,No
C2B,Airlines,Online,Bronze Plan,F,5,SINGAPORE,28.5,7.13,36,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,25,MALAYSIA,20.0,0.0,42,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,11,MALAYSIA,27.0,0.0,59,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,82,PHILIPPINES,20.0,0.0,36,No
C2B,Airlines,Online,Bronze Plan,F,9,SINGAPORE,17.55,4.39,26,No
EPX,Travel Agency,Online,1 way Comprehensive Plan,,86,AUSTRALIA,22.0,0.0,70,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,7,VIET NAM,39.0,0.0,41,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,3,JAPAN,0.0,5.94,31,No
EPX,Travel Agency,Online,Cancellation Plan,,4,MALAYSIA,34.0,0.0,36,No
C2B,Airlines,Online,Annual Silver Plan,F,366,SINGAPORE,252.85,63.21,32,No
C2B,Airlines,Online,Annual Silver Plan,F,379,SINGAPORE,259.2,64.8,29,No
EPX,Travel Agency,Online,Cancellation Plan,,54,JAPAN,37.0,0.0,35,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,13,CHINA,36.0,0.0,36,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,149,NETHERLANDS,0.0,5.94,31,No
SSI,Airlines,Online,Ticket Protector,,4831,SINGAPORE,0.32,0.09,48,No
EPX,Travel Agency,Online,Cancellation Plan,,4,BULGARIA,13.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,19,SINGAPORE,50.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,65,UNITED KINGDOM,80.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,45,SINGAPORE,95.0,0.0,36,No
EPX,Travel Agency,Online,1 way Comprehensive Plan,,63,UNITED KINGDOM,51.0,0.0,36,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,35,CHINA,65.0,0.0,36,No
JZI,Airlines,Online,Value Plan,M,10,CHINA,58.0,20.3,46,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,22,MALAYSIA,29.7,17.82,31,No
EPX,Travel Agency,Online,Cancellation Plan,,33,MYANMAR,10.0,0.0,36,No
C2B,Airlines,Online,Annual Silver Plan,F,371,SINGAPORE,216.0,54.0,28,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,113,THAILAND,22.0,0.0,31,No
EPX,Travel Agency,Online,Cancellation Plan,,3,SINGAPORE,10.0,0.0,35,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,59,UNITED KINGDOM,0.0,47.52,45,No
EPX,Travel Agency,Online,Cancellation Plan,,16,"TAIWAN, PROVINCE OF CHINA",16.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,13,CHINA,30.0,0.0,36,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,15,MALAYSIA,29.7,17.82,56,No
EPX,Travel Agency,Online,Cancellation Plan,,163,ROMANIA,55.0,0.0,36,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,19,IRELAND,49.5,29.7,59,No
C2B,Airlines,Online,Silver Plan,F,79,SINGAPORE,63.5,15.88,34,No
EPX,Travel Agency,Online,Cancellation Plan,,6,THAILAND,10.0,0.0,31,No
EPX,Travel Agency,Online,Cancellation Plan,,20,"KOREA, REPUBLIC OF",27.0,0.0,36,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,33,INDONESIA,20.0,0.0,36,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,21,NEW ZEALAND,0.0,5.94,31,No
JZI,Airlines,Online,Basic Plan,F,31,"TAIWAN, PROVINCE OF CHINA",44.0,15.4,19,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,33,JAPAN,53.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,20,BANGLADESH,11.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,275,CANADA,74.0,0.0,28,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,214,UNITED KINGDOM,158.4,95.04,64,No
EPX,Travel Agency,Online,1 way Comprehensive Plan,,49,UNITED STATES,20.0,0.0,51,No
EPX,Travel Agency,Online,1 way Comprehensive Plan,,12,"TAIWAN, PROVINCE OF CHINA",36.0,0.0,36,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,33,MALAYSIA,20.0,0.0,36,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,89,AUSTRALIA,79.2,47.52,42,No
EPX,Travel Agency,Online,Cancellation Plan,,10,THAILAND,13.0,0.0,36,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,13,UNITED STATES,0.0,29.7,31,No
JZI,Airlines,Online,Basic Plan,M,17,CHINA,26.0,9.1,60,No
C2B,Airlines,Online,Bronze Plan,M,41,SINGAPORE,29.5,7.38,40,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,28,HONG KONG,28.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,10,VIET NAM,0.0,0.0,36,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,62,AUSTRALIA,69.3,41.58,31,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,8,MALAYSIA,0.0,11.88,36,No
JZI,Airlines,Online,Basic Plan,M,9,CHINA,26.0,9.1,53,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,40,FRANCE,82.0,0.0,36,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,7,THAILAND,29.7,17.82,35,No
RAB,Airlines,Online,Value Plan,M,8,BRUNEI DARUSSALAM,15.0,6.0,28,No
JZI,Airlines,Online,Basic Plan,F,128,PHILIPPINES,22.0,7.7,40,No
C2B,Airlines,Online,Bronze Plan,F,12,SINGAPORE,14.95,3.74,30,No
EPX,Travel Agency,Online,Cancellation Plan,,99,INDIA,10.0,0.0,36,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,18,PHILIPPINES,21.0,0.0,36,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,17,AUSTRALIA,49.5,29.7,36,No
JZI,Airlines,Online,Basic Plan,M,9,THAILAND,22.0,7.7,47,No
EPX,Travel Agency,Online,Cancellation Plan,,5,INDIA,11.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,53,SINGAPORE,62.0,0.0,36,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,143,JAPAN,0.0,0.0,36,No
C2B,Airlines,Online,Bronze Plan,F,3,SINGAPORE,15.0,3.75,26,No
C2B,Airlines,Online,Silver Plan,F,18,SINGAPORE,63.5,15.88,24,No
TTW,Travel Agency,Offline,Spouse or Parents Comprehensive Plan,F,364,SINGAPORE,86.0,0.0,34,No
EPX,Travel Agency,Online,1 way Comprehensive Plan,,3,CHINA,39.0,0.0,36,No
JWT,Airlines,Online,Value Plan,F,39,INDIA,31.0,12.4,118,No
EPX,Travel Agency,Online,Cancellation Plan,,3,SINGAPORE,12.0,0.0,36,No
JZI,Airlines,Online,Basic Plan,M,9,CHINA,26.0,9.1,47,No
EPX,Travel Agency,Online,Cancellation Plan,,85,INDIA,15.0,0.0,26,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,26,SINGAPORE,21.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,57,THAILAND,19.0,0.0,51,No
RAB,Airlines,Online,Value Plan,,7,BRUNEI DARUSSALAM,23.0,9.2,40,No
SSI,Airlines,Online,Ticket Protector,,95,SINGAPORE,11.7,3.28,48,No
EPX,Travel Agency,Online,Cancellation Plan,,31,THAILAND,10.0,0.0,36,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,6,THAILAND,29.7,17.82,31,No
JZI,Airlines,Online,Basic Plan,M,10,PHILIPPINES,22.0,7.7,38,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,11,UNITED STATES,39.6,23.76,35,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,36,SWITZERLAND,80.0,0.0,36,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,26,CHINA,35.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,187,INDONESIA,20.0,0.0,36,No
JZI,Airlines,Online,Basic Plan,M,31,INDONESIA,37.0,12.95,25,No
EPX,Travel Agency,Online,Cancellation Plan,,44,UNITED STATES,76.0,0.0,65,No
EPX,Travel Agency,Online,1 way Comprehensive Plan,,4,NEW ZEALAND,26.0,0.0,33,No
RAB,Airlines,Online,Value Plan,M,4,BRUNEI DARUSSALAM,15.0,6.0,62,No
EPX,Travel Agency,Online,1 way Comprehensive Plan,,3,MALAYSIA,20.0,0.0,36,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,10,AUSTRALIA,0.0,23.76,32,No
EPX,Travel Agency,Online,Cancellation Plan,,8,SINGAPORE,10.0,0.0,35,No
EPX,Travel Agency,Online,Cancellation Plan,,41,HONG KONG,13.0,0.0,36,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,52,MALAYSIA,29.7,17.82,50,No
EPX,Travel Agency,Online,Cancellation Plan,,18,CHINA,51.0,0.0,36,No
JZI,Airlines,Online,Basic Plan,M,74,"TAIWAN, PROVINCE OF CHINA",26.0,9.1,32,No
C2B,Airlines,Online,Silver Plan,M,8,SINGAPORE,18.5,4.63,28,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,66,"TAIWAN, PROVINCE OF CHINA",30.0,0.0,36,No
SSI,Airlines,Online,Ticket Protector,,131,SINGAPORE,7.8,2.19,48,No
C2B,Airlines,Online,Annual Silver Plan,M,368,SINGAPORE,216.0,54.0,66,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,7,MALAYSIA,39.6,23.76,39,No
JZI,Airlines,Online,Basic Plan,F,47,THAILAND,0.0,10.5,43,No
C2B,Airlines,Online,Silver Plan,M,3,SINGAPORE,18.5,4.63,33,No
C2B,Airlines,Online,Annual Silver Plan,M,365,SINGAPORE,161.0,40.25,59,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,11,AUSTRALIA,59.4,35.64,31,No
EPX,Travel Agency,Online,Cancellation Plan,,43,"MOLDOVA, REPUBLIC OF",14.0,0.0,36,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,15,FRANCE,19.8,11.88,39,No
EPX,Travel Agency,Online,Cancellation Plan,,21,MALAYSIA,12.0,0.0,26,Yes
SSI,Airlines,Online,Ticket Protector,,25,SINGAPORE,17.82,4.99,48,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,20,HONG KONG,21.0,0.0,36,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,93,UNITED KINGDOM,29.7,17.82,45,No
ART,Airlines,Online,Value Plan,M,11,INDONESIA,29.0,10.15,118,No
JZI,Airlines,Online,Basic Plan,M,2,MALAYSIA,18.0,6.3,45,No
EPX,Travel Agency,Online,1 way Comprehensive Plan,,54,SINGAPORE,20.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,9,THAILAND,18.0,0.0,59,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,27,JAPAN,68.0,0.0,36,No
JWT,Airlines,Online,Value Plan,M,21,INDIA,31.0,12.4,118,No
EPX,Travel Agency,Online,Cancellation Plan,,96,SINGAPORE,66.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,117,UNITED STATES,75.0,0.0,39,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,21,CHINA,28.0,0.0,35,No
EPX,Travel Agency,Online,Cancellation Plan,,26,CHINA,29.0,0.0,36,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,20,AUSTRALIA,89.1,53.46,28,No
C2B,Airlines,Online,Bronze Plan,M,8,SINGAPORE,20.0,5.0,32,No
JZI,Airlines,Online,Basic Plan,F,23,THAILAND,42.0,14.7,44,No
EPX,Travel Agency,Online,Cancellation Plan,,56,CHINA,20.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,70,UNITED STATES,73.0,0.0,28,No
EPX,Travel Agency,Online,1 way Comprehensive Plan,,2,VIET NAM,20.0,0.0,36,No
JZI,Airlines,Online,Value Plan,F,34,UNITED ARAB EMIRATES,208.0,72.8,48,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,23,JAPAN,95.0,0.0,36,No
C2B,Airlines,Online,Bronze Plan,M,2,SINGAPORE,13.5,3.38,55,No
JWT,Airlines,Online,Value Plan,F,37,INDIA,31.0,12.4,118,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,35,HONG KONG,20.0,0.0,25,No
EPX,Travel Agency,Online,Cancellation Plan,,8,SINGAPORE,80.0,0.0,22,No
SSI,Airlines,Online,Ticket Protector,,30,SINGAPORE,7.84,2.2,48,No
CCR,Travel Agency,Offline,Comprehensive Plan,F,19,THAILAND,29.0,9.57,85,No
EPX,Travel Agency,Online,Cancellation Plan,,139,THAILAND,27.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,75,VIET NAM,10.0,0.0,45,No
EPX,Travel Agency,Online,Cancellation Plan,,9,SAUDI ARABIA,19.0,0.0,36,No
RAB,Airlines,Online,Value Plan,M,4,BRUNEI DARUSSALAM,15.0,6.0,33,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,132,UNITED STATES,19.8,11.88,50,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,5,FRANCE,19.8,11.88,44,No
EPX,Travel Agency,Online,Cancellation Plan,,17,HONG KONG,14.0,0.0,29,No
C2B,Airlines,Online,Bronze Plan,F,79,SINGAPORE,20.0,5.0,42,No
C2B,Airlines,Online,Bronze Plan,M,8,SINGAPORE,16.0,4.0,62,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,125,UNITED KINGDOM,69.3,41.58,59,No
SSI,Airlines,Online,Ticket Protector,,4847,SINGAPORE,0.32,0.09,48,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,162,SWITZERLAND,-89.1,53.46,51,No
JZI,Airlines,Online,Basic Plan,F,42,MYANMAR,37.0,12.95,38,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,160,INDONESIA,0.0,41.58,31,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,6,PHILIPPINES,20.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,33,CANADA,47.0,0.0,32,No
EPX,Travel Agency,Online,Cancellation Plan,,12,CHINA,79.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,5,CHINA,10.0,0.0,32,No
C2B,Airlines,Online,Gold Plan,F,94,SINGAPORE,88.0,22.0,28,No
EPX,Travel Agency,Online,Cancellation Plan,,7,THAILAND,15.0,0.0,24,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,31,MALAYSIA,49.5,29.7,27,No
JZI,Airlines,Online,Basic Plan,F,90,PHILIPPINES,30.0,10.5,37,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,23,SWEDEN,70.0,0.0,35,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,17,INDONESIA,34.0,0.0,36,No
C2B,Airlines,Online,Bronze Plan,F,12,SINGAPORE,20.0,5.0,43,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,10,THAILAND,39.0,0.0,57,No
